Agent,Participant,Frequency(Base_Rate),Training Phase,Trail number,Email_ID,ground truth,human_truth,choice made/decision,outcome,Hit,Miss,False,Correct Rejection
LoFQA36,A2FGDZX6Q0AFVM,25,2,18,135,Phishing,Ham,Ham,0.0,0,1,0,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,19,206,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,20,234,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,21,213,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,22,238,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,23,224,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,24,33,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,25,239,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,26,83,Phishing,Ham,Phishing,1.0,1,0,0,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,27,137,Phishing,Ham,Phishing,1.0,1,0,0,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,28,129,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,29,229,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,30,199,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,31,210,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,32,108,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,33,195,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,34,188,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,35,212,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,36,235,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,37,232,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA36,A2FGDZX6Q0AFVM,25,2,38,207,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,39,216,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,2,40,211,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,3,1,221,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,3,2,215,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,3,3,217,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,3,4,186,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA36,A2FGDZX6Q0AFVM,25,3,5,202,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,3,6,214,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,3,7,233,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA36,A2FGDZX6Q0AFVM,25,3,8,185,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA36,A2FGDZX6Q0AFVM,25,3,9,218,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA36,A2FGDZX6Q0AFVM,25,3,10,222,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,1,1,228,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,1,2,219,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,1,3,198,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA37,A2FL477TMKC91L,25,1,4,200,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,1,5,182,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,1,6,229,Ham,Phishing,Phishing,0.0,0,0,1,0
LoFQA37,A2FL477TMKC91L,25,1,7,218,Ham,Phishing,Phishing,0.0,0,0,1,0
LoFQA37,A2FL477TMKC91L,25,1,8,184,Phishing,Ham,Ham,0.0,0,1,0,0
LoFQA37,A2FL477TMKC91L,25,1,9,220,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,1,10,190,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,1,237,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,2,106,Phishing,Ham,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,2,3,209,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,4,191,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,5,194,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,6,199,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,7,77,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,2,8,230,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,9,195,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,10,196,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,11,26,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,2,12,192,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,13,193,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,14,147,Phishing,Ham,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,2,15,234,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,16,235,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,17,189,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,18,197,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,19,73,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA37,A2FL477TMKC91L,25,2,20,232,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,21,212,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,22,201,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,23,166,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,2,24,202,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,25,187,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,26,226,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,27,238,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,28,33,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,2,29,221,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,30,214,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,31,239,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,32,141,Phishing,Ham,Ham,0.0,0,1,0,0
LoFQA37,A2FL477TMKC91L,25,2,33,227,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,34,215,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,35,203,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,36,228,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,37,122,Phishing,Ham,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,2,38,216,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,39,236,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,2,40,57,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,3,1,233,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,3,2,204,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,3,3,180,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA37,A2FL477TMKC91L,25,3,4,206,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,3,5,213,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,3,6,223,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,3,7,222,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,3,8,231,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA37,A2FL477TMKC91L,25,3,9,185,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA37,A2FL477TMKC91L,25,3,10,217,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,1,1,222,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA38,A2FLOH4DM8A4ZS,25,1,2,238,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,1,3,207,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,1,4,178,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,1,5,188,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,1,6,194,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,1,7,189,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,1,8,231,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,1,9,226,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,1,10,182,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,1,208,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,2,201,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,3,234,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,4,220,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,5,39,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,6,195,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,7,158,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,8,209,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,9,224,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,10,227,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,11,239,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,12,210,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,13,218,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,14,214,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,15,5,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,16,216,Ham,Phishing,Phishing,0.0,0,0,1,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,17,211,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,18,199,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,19,190,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,20,217,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,21,151,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,22,212,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,23,213,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,24,233,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,25,235,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,26,11,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,27,215,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,28,223,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,29,159,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,30,225,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,31,200,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,32,202,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,33,219,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,34,196,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,35,191,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,36,221,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,2,37,121,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,38,61,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,39,148,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,2,40,155,Phishing,Ham,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,3,1,232,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,3,2,186,Phishing,Ham,Phishing,1.0,1,0,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,3,3,187,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA38,A2FLOH4DM8A4ZS,25,3,4,228,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,3,5,222,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,3,6,179,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA38,A2FLOH4DM8A4ZS,25,3,7,204,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,3,8,192,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,3,9,229,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA38,A2FLOH4DM8A4ZS,25,3,10,230,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,1,1,226,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,1,2,180,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA39,A2LMQ4497NMK3S,25,1,3,227,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,1,4,222,Ham,Phishing,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,1,5,204,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,1,6,232,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,1,7,183,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA39,A2LMQ4497NMK3S,25,1,8,196,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,1,9,220,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,1,10,192,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,2,1,172,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,2,202,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,3,28,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,4,140,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,5,228,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,6,212,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,7,148,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,8,207,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,9,235,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,10,229,Ham,Phishing,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,2,11,203,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,12,42,Phishing,Ham,Phishing,1.0,1,0,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,13,237,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,14,187,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,15,190,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,16,188,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,17,236,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,18,199,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,19,201,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,20,213,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,21,217,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,22,205,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,23,230,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,24,56,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,25,233,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,2,26,149,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,27,218,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,28,214,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,29,37,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,30,138,Phishing,Phishing,Phishing,1.0,1,0,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,31,206,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,2,32,238,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,2,33,197,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,34,198,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,35,234,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,36,125,Phishing,Ham,Ham,0.0,0,1,0,0
LoFQA39,A2LMQ4497NMK3S,25,2,37,200,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,38,210,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,39,231,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,2,40,225,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,3,1,211,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,3,2,219,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,3,3,239,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,3,4,177,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA39,A2LMQ4497NMK3S,25,3,5,221,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,3,6,223,Ham,Ham,Phishing,0.0,0,0,1,0
LoFQA39,A2LMQ4497NMK3S,25,3,7,189,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,3,8,208,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA39,A2LMQ4497NMK3S,25,3,9,185,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA39,A2LMQ4497NMK3S,25,3,10,194,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,1,1,197,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,1,2,219,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,1,3,183,Phishing,Ham,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,1,4,226,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,1,5,187,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,1,6,189,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,1,7,184,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,1,8,195,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,1,9,188,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,1,10,225,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,1,224,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,2,99,Phishing,Ham,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,2,3,28,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,2,4,128,Phishing,Ham,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,2,5,192,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,6,227,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,7,175,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,2,8,230,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,9,190,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,10,201,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,11,228,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,12,92,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,2,13,229,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,14,104,Phishing,Phishing,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,2,15,223,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,16,196,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,17,203,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,18,194,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,19,198,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,20,207,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,21,231,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,22,215,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,23,222,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,24,197,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,25,237,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,26,238,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,27,135,Phishing,Ham,Ham,0.0,0,1,0,0
LoFQA40,A2OO4PG3LBLP5I,25,2,28,220,Ham,Phishing,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,29,199,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,30,232,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,31,191,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,32,209,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,33,213,Ham,Ham,Ham,1.0,0,0,0,1
LoFQA40,A2OO4PG3LBLP5I,25,2,34,214,Ham,Ham,Ham,1.0,0,0,0,1
